Simulation number,b,max_alpha,D_x,X_0,global_time,Cycles=20000,L=551
1,8,0.75,1,1,33229.90666631507
2,8,1.0,1,1,30279.30594207689
3,8,1.25,1,1,28314.323958272555
4,9,0.75,1,1,44734.80142317013
5,9,1.0,1,1,39581.09270737911
6,9,1.25,1,1,36479.52941606351
7,10,0.75,1,1,62709.16645810531
8,10,1.0,1,1,53915.03330056563
9,10,1.25,1,1,48720.50927027789
